node,node_energy,is_controller
1,0.00239175750541136,0
2,0.000835674080086622,0
3,0.0006111888271232024,0
4,0.01609505934635653,0
5,0.000916525097893783,0
6,1.398208634468488e-05,0
7,0.002602112989471394,0
8,0.0029621733468554387,0
9,0.005265077751280383,0
10,0.0021285972418882662,0
11,0.0022659901286209644,0
12,0.010246447444595613,0
13,0.0004793777446204874,0
14,0.001099365544387938,0
15,0.022373093211554635,0
16,0.013395676552705297,0
17,0.0022928487012526737,0
18,0.0003773419683632115,0
19,3.0692603746549937e-06,0
20,0.007997180488137025,0
21,0.0022669469981242835,0
22,0.0019952489290690975,0
23,4.6364003590478546e-05,0
24,0.0008645732725954866,0
25,0.0017016068922960845,0
26,5.054898570820026e-05,0
27,0.0028466278120146253,0
28,2.8049254726128633e-05,0
29,0.000420901703200881,0
30,0.03289132167440524,0
31,0.00017454539222060196,0
32,1.7729337887596665e-05,0
33,2.4436939734000118e-06,0
34,1.8864875345005696e-05,0
35,0.0038982911746689684,0
36,4.72034443618769e-05,0
37,0.01136086063821446,0
38,5.713804463663858e-05,0
39,0.00302743531005369,0
40,0.003447680997546823,0
41,0.00022752851705259148,0
42,0.00025858905850865765,0
43,0.00165728774044015,0
44,0.00031146039093871635,0
45,0.00014782158296600427,0
46,0.0035545874853382597,0
47,0.0011032476909606601,0
48,0.015909268007593194,0
49,0.012559518997795158,0
50,0.198851513309597,1
51,7.796327675715108e-09,0
52,0.0003942134342756364,0
53,0.0003369060387221132,0
54,0.014672262630649333,0
55,0.0058017009448652936,0
56,0.0007396799695328617,0
57,5.78364387789558e-06,0
58,0.0020484033836435677,0
59,0.0011564079668378163,0
60,1.2590794070504026,1
61,0.0060006231953249976,0
62,3.8082593790094154e-05,0
63,0.0002204785998740895,0
64,0.00043862145775072983,0
65,0.0007044783442231519,0
66,0.00010912150259883706,0
67,0.004327722129298374,0
68,3.0149378803379017e-05,0
69,8.207706836072934e-05,0
70,1.736713075041309e-05,0
71,0.00014085708788029997,0
72,3.972302774307357e-06,0
73,4.2361106322227115e-05,0
74,0.0015305215237059857,0
75,0.0005007425805841064,0
76,2.5393166711282357e-06,0
77,0.0003264863829392883,0
78,0.000129893201842811,0
79,0.0002991289802132466,0
80,2.0647567143420752e-05,0
81,0.0004842460699987235,0
82,0.00051260080273611,0
83,0.00011826991160235311,0
84,0.0007696880516661184,0
85,0.00046938222608571174,0
86,0.0019576519813690454,0
87,0.0007654631675647132,0
88,3.3604161747352544e-05,0
89,0.0006638447497605705,0
90,0.003107613562106134,0
91,0.00033402768354969426,0
92,0.0009736714257467256,0
93,0.002809955714905978,0
94,0.00022107519343274868,0
95,0.0008413829705195646,0
96,0.002605895830838657,0
97,0.00019376067562599966,0
98,3.4384913016545886e-06,0
99,0.0006296210943321118,0
100,0.0001070822788483767,0
101,8.455212127422953e-07,0
102,0.000322055397468039,0
103,6.026519350925813e-05,0
104,8.8316924511457e-06,0
105,2.4556392385375958e-05,0
106,0.4265970626465483,1
107,0.0007311281155939641,0
108,0.00022382280326127378,0
109,0.0001982426565728052,0
110,0.0017416610172588862,0
111,8.572243745258631e-05,0
112,3.974374840026544e-05,0
113,0.001308540765251541,0
114,7.411339188544127e-05,0
115,0.0003506066081906374,0
116,0.0007903973531702142,0
117,0.5022148088366603,1
118,0.000597255403118668,0
119,0.0004436031697311024,0
120,1.5740909388034725e-07,0
121,7.864150266224437e-05,0
122,5.5761984520291325e-05,0
123,2.0033886343817714e-05,0
124,1.600805021784349e-05,0
125,0.0001358781111143023,0
126,1.5471119738411052e-05,0
127,0.0008192249269992749,0
128,1.3623140801493452e-05,0
129,0.00042904466492706773,0
130,0.5806158223030626,1
131,0.0007527871962236881,0
132,1.6397972305912399e-06,0
133,0.00011599521340301926,0
134,1.671176643513514e-06,0
135,0.00011669053874651007,0
136,0.0006594396693633485,0
137,0.00026922716527427314,0
138,0.0005993140526256292,0
139,0.00020095723172640877,0
140,0.000461545736839377,0
141,0.00016379579194017538,0
142,0.0011081150744222212,0
143,0.0008698599734218392,0
144,0.12289354698707917,1
145,0.001280578204783642,0
146,0.002311942742421854,0
147,8.715534255960486e-06,0
148,0.11816470198266424,1
149,0.0004906474057207169,0
150,0.022163824536920076,1
151,0.0021478908162839024,0
152,0.0008511115202288949,0
153,0.002355728964071371,0
154,0.002363559331578333,0
155,0.25555197017140857,1
156,1.0536703134899072e-05,0
157,1.4602318867130935e-05,0
158,0.0015625013411290853,0
159,0.00013972468317540596,0
160,0.0005958822087030471,0
161,0.0023806728279899773,0
162,0.5186808467534567,1
163,0.003340510143948293,0
164,0.00043207826412577504,0
165,0.0001043867608850867,0
166,1.5408401332660073e-05,0
167,0.0009501239994209655,0
168,0.0007195758619456712,0
169,0.0004586519075228868,0
170,7.45756028374027e-05,0
171,0.000726792246385513,0
172,0.2999037269009728,1
173,7.528109134872802e-06,0
174,0.0850205157047561,1
175,0.05721928491911953,1
176,0.0007989969541737467,0
177,0.0033259648528191216,0
178,0.0033529259465862166,0
179,0.0016519608772764143,0
180,0.0003696390142695524,0
181,2.7880587802620784e-05,0
182,0.00023791021430047464,0
183,2.1648442372493834e-08,0
184,0.0004598960165987963,0
185,0.0003025180274579491,0
186,0.002923063638547368,0
187,0.000477721739104049,0
188,0.0004546651055067923,0
189,0.00031919308474671475,0
190,0.0002897821730831455,0
191,1.2453226365059969e-06,0
192,0.00018199678505259687,0
193,0.0008797370471044924,0
194,0.0005194576611127935,0
195,0.00024290980048271186,0
196,0.0003306605497307774,0
197,1.4578437472927325e-07,0
198,0.0009160906799345603,0
199,0.0038517937975572087,0
200,6.205738870764206e-06,0
201,8.644518190922018e-06,0
202,2.3677484556829425e-05,0
203,0.00021869882275006667,0
204,3.696717657315042e-05,0
205,6.416038548601134e-06,0
206,6.983222463852839e-07,0
207,2.301907808611072e-05,0
208,0.00015189473772213882,0
209,2.345887473778609e-08,0
210,0.0009948699186888797,0
211,0.001434835142611366,0
212,4.039248184930906e-05,0
213,5.796757966298486e-06,0
214,8.857873788055098e-06,0
215,3.757280230829765e-07,0
216,0.0004353315836937786,0
217,0.0004315676992778313,0
218,0.00022816953011267583,0
219,0.0010144463413102101,0
220,0.00025406766388326544,0
221,0.0016923316372372257,0
222,5.1679282628100805e-05,0
223,7.643123847143088e-05,0
224,0.0004933610566585904,0
225,1.2161252888459123e-05,0
226,0.0005193359345275629,0
227,8.211482086778398e-08,0
228,0.002156429234634339,0
229,4.6494268479128034e-05,0
230,0.002141363836847098,0
231,0.0007088484174415452,0
232,0.0006467580510470619,0
233,4.354786310141639e-06,0
234,0.0006631638738733351,0
235,1.6233783438297192e-05,0
236,0.0004024679592393475,0
237,0.00038654673970274245,0
238,1.4984807703788568e-05,0
239,4.172392904239807e-05,0
240,0.0002996397472532911,0
241,0.0002960791576592415,0
242,0.024852900964554534,0
243,0.011861057701540036,0
244,0.003157360602399053,0
245,0.000368906226386453,0
246,0.024964533388222646,0
247,0.03244640592220245,0
248,0.023816644443503964,0
249,0.003644092010750052,0
250,0.00039980986258975835,0
251,0.002984518076873903,0
252,0.007935812985794533,0
253,0.0005457326205938512,0
254,0.00039298485189908944,0
255,0.0003940579031424579,0
256,0.0031774609664624535,0
257,4.499599662422968e-06,0
258,0.0001627730430038117,0
259,0.5386039123448726,1
260,0.4107445013020392,1
261,2.5645896995070176e-07,0
262,0.004175162363996721,0
263,3.1787374825503427e-06,0
264,0.001379206396211656,0
265,9.104867509323629e-05,0
266,0.00018392726903780125,0
267,0.00012007879715305885,0
268,0.0007512762697994461,0
269,0.0015428765130450503,0
270,4.156037255443882e-05,0
271,0.001714762562528675,0
272,0.002595657508798573,0
273,0.0003795031237696596,0
274,0.00047220535053089805,0
275,2.410761978620477e-06,0
276,0.00033589881995432064,0
277,3.603446595611367e-06,0
278,4.903770311325139e-05,0
279,3.473170526405577e-06,0
280,8.496306046811472e-05,0
281,1.3752742320865006e-05,0
282,2.5232186345106004e-05,0
283,3.2871539187267965e-05,0
284,5.254805787038971e-05,0
285,0.0004405389593008355,0
286,6.774715942189593e-06,0
287,0.00023943259896913672,0
288,0.0002239580057706681,0
289,3.8161065151944206e-05,0
290,6.865194401139923e-05,0
291,6.718094631374906e-07,0
292,0.0005667946956075411,0
293,0.00022018687392361924,0
294,0.7853258028724107,1
295,1.618066796692725,1
296,0.00013604525604924255,0
297,0.00044991159205426195,0
298,2.5263778620963154e-05,0
299,3.6227161514797634e-05,0
300,0.0010362136631165593,0
301,0.0035725779921788894,0
302,0.00017667340931195165,0
303,3.1678243244509506e-05,0
304,0.005630219021891229,0
305,0.0194006024741148,0
306,0.0012301917602149735,0
307,0.00016005200062107745,0
308,9.546110133044532e-05,0
309,0.018862226013430922,0
310,0.004515314397518356,0
311,0.0002721573319139937,0
312,0.0004366472825800599,0
313,0.002478793066806071,0
314,0.004323105567562945,0
315,1.5314794578925604e-05,0
316,0.0019749359744315933,0
317,2.235225686512446e-06,0
318,0.00256788008079439,0
319,0.004164142757837146,0
320,0.1377759077287445,1
321,0.0027085543386015216,0
322,0.00032915945799446135,0
323,0.006822104770748847,0
324,0.001373804662879194,0
325,0.4727145105404783,1
326,0.0009729474581278749,0
327,0.005370821312156618,0
328,0.004623821033504986,0
329,0.0071812075895671,0
330,0.09446807186435055,1
331,0.006118381485306588,0
332,7.488980873775082e-05,0
333,8.974536480750833e-05,0
334,2.3666208677953552e-05,0
335,3.603562886939638e-05,0
336,0.0007530205544815148,0
337,0.01251193739513793,0
338,0.00021764880572836557,0
339,0.00042742885680367064,0
340,2.0914503818953796e-06,0
341,8.531031974595762e-06,0
342,9.161700829994838e-05,0
343,0.0002996880699957893,0
344,0.0005276319790002626,0
345,0.00026591579784619615,0
346,0.00038525119688683624,0
347,0.00013936218940471823,0
348,0.00016043878719425683,0
349,0.00016289560480895604,0
350,2.238600189342007e-06,0
351,5.676854833912185e-05,0
352,0.0002654031964032414,0
353,0.0001898814151245417,0
354,3.177959060706556e-06,0
355,0.0014551648436886841,0
356,0.00017998449779882555,0
357,0.0001415320661977461,0
358,5.2968118512636845e-06,0
359,7.578839464445062e-05,0
360,0.00019406506823344487,0
361,0.00013393698315946462,0
362,6.088232894693515e-08,0
363,3.663419295821237e-05,0
364,0.0008295509123511059,0
365,0.0003607192591056063,0
366,0.00019821117056893073,0
367,0.00013749763232854853,0
368,8.937764070096729e-05,0
369,5.491094697540716e-07,0
370,0.00037291589375023834,0
371,0.000554924699982932,0
372,9.153658091439665e-06,0
373,0.0006951709993413599,0
374,0.00023984414911574014,0
375,8.822807435340907e-05,0
376,0.00011226399115744557,0
377,0.0004182156520320872,0
378,0.0008511299611398506,0
379,0.0004441888515784011,0
380,0.0005873733670042406,0
381,6.256626569258294e-05,0
382,0.0014338776888805733,0
383,3.0234322022446617e-05,0
384,5.997975971541697e-05,0
385,0.0013460250938240102,0
386,0.0001323654952327238,0
387,0.000611995553344889,0
388,0.0009106213150579072,0
389,0.32468644996935475,1
390,0.00011170883460556028,0
391,0.0002576468044851684,0
392,9.388447094173084e-05,0
393,3.782554784946127e-05,0
394,0.00022672674602321573,0
395,0.00045170176957932484,0
396,2.859486719699331e-05,0
397,0.0713608870859668,1
398,0.00017474611938958764,0
399,0.10871671953488869,1
400,0.00015409827357282433,0
401,0.0027453131009142675,0
402,0.0023941299864544117,0
403,0.00011806439943535159,0
404,0.00047045603217972835,0
405,0.004366059883707199,0
406,1.131640492575134,1
407,0.002669822703168039,0
408,0.002973487774418837,0
409,0.0003536356309990791,0
410,0.0008133858929823386,0
411,0.0008321346391066734,0
412,2.5295145849270892,1
413,0.00776364865212641,0
414,1.6686749338981042e-05,0
415,0.005852100752246671,0
416,0.006700978618887565,0
417,0.03790088517772336,0
418,0.01307918780748712,0
419,2.3278543765781735e-06,0
420,8.274684552648986e-05,0
421,5.071315445149416,1
422,2.443994824988101,1
423,0.006420618756549408,0
424,0.004520802112945987,0
425,0.022825184213048015,0
426,0.047864093421230366,0
427,0.004947100829121797,0
428,0.012418036177370882,0
429,0.0012464776696574748,0
430,4.4902978337854735,1
431,0.0076306720834252405,0
432,0.01860617631154993,0
433,0.00023449347124352896,0
434,0.0010526776592960623,0
435,0.02495682629094568,0
436,0.0012461445501690707,0
437,0.0009668292510823556,0
438,0.012863257176622333,0
439,0.0033775565850167064,0
440,0.01068366737333313,0
441,0.5683832262497945,1
442,0.0007606830069858806,0
443,7.273303592045352e-06,0
444,3.913788378117979e-05,0
445,0.004352175690474936,0
446,0.508313674604095,1
447,5.18667409730823e-06,0
448,0.0002658678021528533,0
449,0.0059387902076510676,0
450,0.15053070768707422,0
451,0.000265130751503555,0
452,0.00030473149416984446,0
453,0.003026848347205357,0
454,7.575283001674176e-06,0
455,0.001681266375746126,0
456,0.005607399104568901,0
457,0.01640701060958253,0
458,0.013269364549848903,0
459,0.0011864806891304632,0
460,0.0001611776686219673,0
461,0.02018794926603878,0
462,0.0004687176175142638,0
463,0.0014849909680476894,0
464,0.003001881712679351,0
465,0.006394824950492829,0
466,0.00907152179907824,0
467,0.020747335120920654,0
468,0.0034895637119155823,0
469,0.2433381336405045,1
470,1.2829806425634283e-05,0
471,0.0049371758168098075,0
472,1.1656730820482744e-05,0
473,0.0017927858976678405,0
474,0.0005975293617083502,0
475,3.5401946211578676e-05,0
476,0.0007193198603743206,0
477,0.0010140560531837423,0
478,0.00011570132237659091,0
479,9.539333631155104e-06,0
480,0.00022543808680179324,0
481,8.646352099599204e-05,0
482,0.00017047600751896519,0
483,0.01649547349242811,0
484,1.268703646176148e-05,0
485,0.000664334108166974,0
486,0.00014395036620988428,0
487,0.00033881532868869515,0
488,0.0022164487447277623,0
489,2.2616634697595555e-05,0
490,0.0004244441660886207,0
491,0.4211817485371955,1
492,0.0007274972328213123,0
493,0.0005913494338101247,0
494,0.003107187681119344,0
495,0.07980964022346497,1
496,0.28446582392842007,1
497,0.0004889258986864704,0
498,3.612742361496766e-05,0
499,0.06582079396187632,1
500,0.0001267299550707226,0
501,0.0006828631813278423,0
502,0.0023504823599199655,0
503,6.738051247488463e-05,0
504,0.0003222954212421654,0
505,0.00033033404170236297,0
506,0.00012829128475819318,0
507,0.0002850519831443979,0
508,0.0005510452344282956,0
509,0.0001737618242531119,0
510,0.0007157662361960457,0
511,0.00012911776249167938,0
512,1.0259339470263135e-06,0
513,0.001759292352612304,0
514,2.0471355854947774e-05,0
515,9.625435939362412e-05,0
516,0.0002902066924303963,0
517,5.9649191690378846e-05,0
518,0.00015783510039763234,0
519,3.56177077937776e-05,0
520,2.7465522755148294e-05,0
521,0.00013415018936260953,0
522,0.0013696307742060506,0
523,0.0010146479266096506,0
524,0.0047351882056049,0
525,0.000733073228593361,0
526,0.002129187101256394,0
527,0.0014295390632860934,0
528,1.858232765069806e-08,0
529,0.0034531366319654573,0
530,5.740258894364324e-05,0
531,8.223762363033123e-07,0
532,0.0005326462349325131,0
533,0.0008207761331188555,0
534,0.0007177957637018822,0
535,5.9070480144561604e-05,0
536,0.0031818896448738685,0
537,0.00017745706091477524,0
538,0.002496396076202429,0
539,8.510471960856328e-06,0
540,2.769586340181104e-06,0
541,8.477969370136824e-05,0
542,0.0001195959507702059,0
543,5.455678348689022e-06,0
544,0.00017628886413236566,0
545,0.0008285593719659684,0
546,0.001473945161544534,0
547,0.0010326149839595396,0
548,5.468510799130532e-05,0
549,0.0021038456252228587,0
550,0.004931303113330772,0
551,0.0016249984338303285,0
552,0.00445797648529425,0
553,0.0016455270294844224,0
554,0.001491208303535046,0
555,0.00027584758215567134,0
556,1.7326971645623782e-06,0
557,0.0011477225321208095,0
558,9.224605014683957e-05,0
559,1.3887963441637444e-05,0
560,0.000160165358081777,0
561,0.000335521042658669,0
562,0.0001452030091659691,0
563,0.00017048632045758752,0
564,0.00038222673250062195,0
565,0.0006107885454882643,0
566,1.7185123826371881e-06,0
567,0.0008397655152012092,0
568,2.8829605528561017e-05,0
569,0.00900398802444255,0
570,0.003975260839109301,0
571,0.0015008241408094678,0
572,9.026653219059668e-05,0
573,6.020872588736312e-06,0
574,0.000789159514801825,0
575,0.00012460777256011223,0
576,0.0019953110332931834,0
577,0.00024814645824702093,0
578,5.4567590137712794e-05,0
579,0.00013665858472403184,0
580,3.555567150281636e-05,0
581,6.263984066172237e-06,0
582,3.0202943374191884e-06,0
583,6.83615873502015e-06,0
584,1.573326666891856e-05,0
585,0.0002813892445374547,0
586,0.0009005991287227241,0
587,5.508336157957751e-05,0
588,0.0002144561580533358,0
589,9.527247296729493e-07,0
590,6.149743858578618e-06,0
591,0.000148525606724103,0
592,0.00012632958422089237,0
593,0.00016867903994181098,0
594,0.002283313346793916,0
595,0.00014730875735151898,0
596,9.142276979425376e-06,0
597,0.0012204944930537041,0
598,7.77404141014137e-05,0
599,0.0007983711716993734,0
600,0.0009420675288264037,0
601,0.0028833319532518085,0
602,0.0013870545088027198,0
603,4.374932167566138e-05,0
604,0.0006622396350579048,0
605,0.0009244438612969294,0
606,0.00283494754129653,0
607,0.001034779327695909,0
608,2.275319878578537e-05,0
609,0.0008581629973506619,0
610,0.00794663794835857,0
611,0.002321541645653423,0
612,0.000416205579187388,0
613,0.0018059595963478,0
614,2.2228496168665017e-05,0
615,3.344446362082624e-05,0
616,0.00018438821047540887,0
617,0.0017478270303354828,0
618,5.886781463925073e-05,0
619,1.5639728485816458e-06,0
620,0.00010523796136248086,0
621,1.6163927966472928e-05,0
622,0.0012911274517864138,0
623,3.943786695657847e-06,0
624,6.235668419619502e-06,0
625,0.004986326734080533,0
626,2.839877146707571e-05,0
627,0.0010990617292838706,0
628,0.0012577833267469402,0
629,7.802175245262392e-07,0
630,5.668178167841192e-06,0
631,0.0008660927252729228,0
632,0.000184301505163689,0
633,0.0006888734334128728,0
634,0.00019595844874633955,0
635,0.0003924535691582026,0
636,0.00017052046785023865,0
637,0.0014363487213379942,0
638,0.00012974433146981584,0
639,4.246548286548996e-08,0
640,0.00586724911215598,0
641,0.0007982662493088542,0
642,0.00010012165548530771,0
643,3.31199091449629e-06,0
644,0.00027742708328274833,0
645,7.980849603330545e-05,0
646,0.0008231787380022919,0
647,0.0025950166948883416,0
648,0.0017456704432444758,0
649,0.0015432503668580473,0
650,0.0004918179505703746,0
651,3.398908668451043e-06,0
652,0.003622871195522446,0
653,0.0018242646740550827,0
654,1.3455589039252293e-06,0
655,0.003850585427160024,0
656,0.004198460543426864,0
657,1.4681891907251376,1
658,0.001013849227229031,0
659,0.00182827496790454,0
660,0.0008498654611141019,0
661,0.000740898187694212,0
662,0.0016080462855173699,0
663,0.0005138220893194875,0
664,0.1383539066869759,1
665,0.00019367816629054055,0
666,0.0017385154614001587,0
667,2.3182010199956727e-05,0
668,0.0006241225608438215,0
669,0.010794066559760585,0
670,0.004521186567298366,0
671,0.0011271138555074937,0
672,7.854667247482224e-05,0
673,0.0050069166638587485,0
674,1.6644534095023574e-05,0
675,1.5922159684269277e-05,0
676,0.0010940929000963883,0
677,0.0007064437436239486,0
678,0.001349445425658523,0
679,0.001735300660080251,0
680,3.9759856131279094e-05,0
681,0.0015582917788004038,0
682,0.0035213329431307413,0
683,0.00037018893146442087,0
684,0.00585319599173067,0
685,9.735105530327697e-06,0
686,0.5538949670354665,1
687,0.02917082820237713,1
688,0.1069820453299074,1
689,1.6787016540536297e-06,0
690,0.00010624845866151158,0
691,1.2211137029564018e-06,0
692,0.00029974038948034023,0
693,0.0013340753197487861,0
694,4.518773385623648e-06,0
695,0.0007173382454234419,0
696,7.110610557572856e-05,0
697,0.00110076929184308,0
698,0.004143470983186872,0
699,0.003099412605446055,0
700,0.0026079880310185756,0
701,0.0008377216778392993,0
702,1.1874911890874177e-05,0
703,5.190543515183811e-05,0
704,0.0001485909993760676,0
705,0.0007860866719032844,0
706,0.0009705429841498352,0
707,1.1615372721589838e-05,0
708,0.0008315034603341809,0
709,0.0005243900866253448,0
710,0.009599744922105519,0
711,0.0005115800470501714,0
712,0.0024644986278905667,0
713,0.002039309662014255,0
714,0.00010430748634439107,0
715,0.0007331090272066418,0
716,0.003907984933145052,0
717,3.1908892226113387e-06,0
718,9.474770450665568e-05,0
719,0.0024011199868029663,0
720,5.522147594158425e-05,0
721,0.006983192598182982,0
722,0.0018315312800077296,0
723,0.8998423674828933,1
724,2.0803347365733408e-07,0
725,0.0009395104803763041,0
726,0.0007720594782892443,0
727,0.000161103392555197,0
728,0.0012597539768473072,0
729,0.001449707089297814,0
730,0.004315730697101389,0
731,9.721058406006628e-06,0
732,0.00038710102275437596,0
733,0.00045575129611202775,0
734,0.0008636129445058451,0
735,0.0021754642390063627,0
736,1.0889584311030813e-06,0
737,0.0004367336404948772,0
738,9.711201053380986e-05,0
739,0.00013816779099889471,0
740,0.6975459694174456,1
741,0.0004674332245980333,0
742,0.0009499454605587519,0
743,0.00034077617079739304,0
744,4.0446045812396915e-06,0
745,0.00031296766482358815,0
746,0.0032561202543438753,0
747,1.404746112158116e-06,0
748,0.00014281247895580658,0
749,1.184447898162178e-06,0
750,7.070306074291137e-07,0
751,0.00012901697545965738,0
752,0.00371948806201252,0
753,0.017875819787127482,0
754,0.0009708444111919494,0
755,0.0034166290265793277,0
756,0.0014469699432917902,0
757,0.001289529085927774,0
758,0.005018266045950494,0
759,7.073008856378842e-06,0
760,1.1255171516017163e-05,0
761,0.0022212463871245946,0
762,0.1060578256732975,1
763,0.199419087523604,1
764,0.003264288029927247,0
765,1.70050220601813e-05,0
766,4.628023604805767e-06,0
767,3.513128452507396e-05,0
768,0.0018769432491642997,0
769,9.550536165778654e-07,0
770,0.0014378381789763492,0
771,5.747798604253349e-07,0
772,0.0025135075716301207,0
773,0.0025852781357719127,0
774,2.0375167656059453e-05,0
775,0.003170479486898315,0
776,0.00041358545603789907,0
777,0.00014215657030288524,0
778,0.006653166736104026,0
779,0.000504866837014395,0
780,0.0029636926066128498,0
781,7.529241259508367e-07,0
782,0.0009842392282435985,0
783,0.0030436611602023787,1
784,0.0009481469942606389,0
785,0.0013179778058645336,0
786,9.68480191961412e-05,0
787,0.0045505122364663825,0
788,0.0001588290772380143,0
789,0.0005898322425931458,0
790,0.2517400152712011,1
791,0.0002417320523352816,0
792,0.001692827422802838,0
793,0.0036852564113980996,0
794,0.0013187059523437922,0
795,0.0002670434861933353,0
796,0.0003945245075084541,0
797,0.001054988955227157,0
798,0.30150228242105587,1
799,0.0011786066606718597,0
800,0.00014695868231634084,0
801,0.28872666504453837,1
802,0.00510538094064123,0
803,0.003288230176221098,0
804,0.002729516097136989,0
805,1.0876229222075808,1
806,0.01663096141647102,0
807,0.008039697885182252,0
808,0.00278438027376065,0
809,1.1880799634855583,1
810,0.0004535376483840426,0
811,0.001391327995051247,0
812,0.0015916210332313188,0
813,0.0008717830060619514,0
814,0.0024533661105165146,0
815,0.003231167813496137,0
816,0.0046190576572823615,0
817,0.0005082332862765805,0
818,0.00906548141089283,0
819,0.013071504120445072,0
820,0.011846756695622747,0
821,0.008056787474313813,0
822,0.0034739771784622377,0
823,0.0015792462383419279,0
824,0.009345869727074789,0
825,0.02662173172668204,0
826,0.001948927116387423,0
827,0.0009597354942164456,0
828,0.00036157750534732244,0
829,0.019036149851620467,0
830,0.001456643434759006,0
831,0.00044214637595677285,0
832,0.0031051530067563397,0
833,0.016499389586953593,0
834,0.0005749028010276528,0
835,0.02076457749132091,0
836,0.009098900999983731,0
837,0.003388288775632774,0
838,0.0012391677413262179,0
839,2.621029583615824e-05,0
840,0.0019300779390366272,0
841,0.008804972549607933,0
842,0.002868714319430079,0
843,0.009476067884251007,0
844,0.0015620606320819659,0
845,0.0001073601087856227,0
846,0.012671866155165407,0
847,0.016006816321464678,0
848,0.00010500404146228318,0
849,0.0035926185780443113,0
850,0.001742087277171537,0
